id,nombre_director,job,director_id
93335,David MacDonald,Director,106629
44536,Roy Boulting,Director,47517
36491,Roy Boulting,Director,47517
18373,Roy Boulting,Director,47517
180836,Roy Boulting,Director,47517
63045,Warren P. Sonoda,Director,63852
48132,Joey Figueroa,Director,140908
48132,Zak Knutson,Director,140909
90720,Sergio Corbucci,Director,49450
79842,Aun Hoe Goh,Director,1025498
19335,Robert Rossen,Director,14875
27635,Anthony Mann,Director,40199
43392,Alfred E. Green,Director,97774
38465,Phil Karlson,Director,29907
46145,Alfred E. Green,Director,97774
56669,Matthew Patrick,Director,1049535
74860,Kim Gok,Director,480529
74860,Kim Sun,Director,480530
15909,David Gumpel,Director,196823
72460,Bruce Geller,Director,15312
41366,Richard Spence,Director,179616
34768,Richard Thorpe,Director,70862
28661,Robert Aldrich,Director,18392
106017,Robert Aldrich,Director,18392
79645,Robert Aldrich,Director,18392
36514,Ralph Nelson,Director,16888
42354,Chris Stokes,Director,127936
61473,Sean McNamara,Director,129952
42267,Jonathan Kaplan,Director,42171
61052,Paul Goldman,Director,76081
164372,Vladlen Barbe,Director,1006810
164372,Maksim Sveshnikov,Director,1150877
70878,Douglas Schulze,Director,232672
40624,Ric Roman Waugh,Director,76422
43696,Clarence Brown,Director,84034
91198,R. Kelly,Director,94158
91198,Jim Swaffield,Director,1024313
91198,Victor Mignatti,Director,1080873
15587,Olivier Baroux,Director,61985
30817,Jim Wynorski,Director,98132
39961,Jamie Mitchell,Director,21161
34862,Paul Ziller,Director,82518
77794,John Guillermin,Director,6778
17128,Yasuzô Masumura,Director,81273
29192,Manuel Sicilia,Director,228708
29192,Raul Garcia,Director,228709
149793,Peter Godfrey,Director,29625
165300,Peter Godfrey,Director,29625
107874,Peter Godfrey,Director,29625
260409,Peter Godfrey,Director,29625
46421,Peter Godfrey,Director,29625
73941,Billy Corben,Director,141475
34752,Maxwell Shane,Director,89794
67220,S. Lee Pogostin,Director,190736
33988,David DeCoteau,Director,97618
139922,H. Bruce Humberstone,Director,87700
147843,Victor Saville,Director,14860
141063,John Johnson,Director,99049
85439,Andrés G. Schaer,Director,932071
95724,William Dieterle,Director,49214
41468,André De Toth,Director,81799
76286,Alan Rafkin,Director,85840
40642,Michael Gordon,Director,123401
8372,Andy Warhol,Director,18626
8372,Paul Morrissey,Director,18627
112234,Paul Morrissey,Director,18627
118760,Paul Morrissey,Director,18627
242097,Jerry Paris,Director,41720
66485,Jerry Paris,Director,41720
47646,Jerry Paris,Director,41720
55180,Dan Zukovic,Director,158480
220933,Terry Green ,Director,146968
114872,Gottfried Reinhardt,Director,127522
199151,Delmer Daves,Director,76981
127445,Paula Hernández,Director,1012127
78537,Jean Grémillon,Director,238377
74527,Charles Marquis Warren,Director,83455
95004,Sidney Franklin,Director,42060
87847,Andrew C. Erin,Director,87776
82309,Tim Burton,Director,510
105536,Sidney Salkow,Director,91789
124073,Jorge Hinojosa,Director,1046556
180635,Stephen Roberts,Director,99346
25807,Roy Del Ruth,Director,94218
57665,Julian Roffman,Director,224066
86324,João Moreira Salles,Director,933169
50329,Frank Lloyd,Director,72061
147722,William A. Seiter,Director,108987
55767,Gil-yeong Jeong,Director,937708
137859,Alain Cavalier,Director,26182
91548,Richard W. Munchkin,Director,100505
122894,Albert Pyun,Director,63937
122894,Rusty Lemorande,Director,66755
41559,Shem Bitterman,Director,69139
42047,Jack Haley Jr.,Director,145797
30126,Frank Tashlin,Director,47399
30126,Walter Lang,Director,80570
268321,Martin Weisz,Director,58260
143277,Sidney Franklin,Director,42060
43458,Norman Taurog,Director,82800
103433,Leigh Scott,Director,30052
123770,John Mackenzie,Director,40007
43205,John Guillermin,Director,6778
37779,Karim Dridi,Director,118513
5002,Daniel Petrie,Director,40549
115373,Jeff Celentano,Director,93922
61016,Michael Rymer,Director,28741
45099,Mario Monicelli,Director,32375
45099,Steno,Director,67924
93061,Fred F. Sears,Director,82751
194736,Ernest R. Dickerson,Director,15521
31340,Thomas Vincent,Director,565121
46158,Alberto De Martino,Director,101108
74215,Antonio Margheriti,Director,5561
120854,David Dunn Jr.,Director,1072790
129798,Hunter G. Williams,Director,1206424
61263,Olivier Masset-Depasse,Director,232747
123295,Curtis Bernhardt,Director,33062
70190,Ken Sanzel,Director,70278
38782,Chris Taylor,Director,291185
38782,Mark Hall,Director,1239317
61682,Yoshihiro Nakamura,Director,71640
60703,Rodney Gibbons,Director,56983
99767,E. Mason Hopper,Director,1021685
84097,Victor Schertzinger,Director,148849
94192,Jacques Tourneur,Director,10146
99567,Clive Brook,Director,13340
96089,Boris Sagal,Director,68682
50650,Ann Hui,Director,123199
59402,Liu Chia-Liang,Director,26775
95578,John Badham,Director,12840
85615,Jack Cardiff,Director,6603
74550,Lewis Seiler,Director,84641
145194,Colin Nutley,Director,22323
128779,Chris Marker,Director,9956
91715,Sam Taylor,Director,143561
82418,Bill Corcoran,Director,94045
118444,Norman Taurog,Director,82800
178341,Michael Curtiz,Director,4109
114570,Theo Angelopoulos,Director,10316
167198,A.D. Calvo,Director,130514
173488,Jessie Deeter,Director,126142
173488,Steve Brown,Director,172651
106446,Achero Mañas,Director,59142
90291,Martin Kemp,Director,47652
208434,John Sturges,Director,14520
160254,Alexander Hall,Director,99667
65482,Idrissa Ouedraogo,Director,20027
205463,Tay Garnett,Director,74878
103119,Robert Wise,Director,1744
73179,Mack V. Wright,Director,88718
200654,Sam Wood,Director,10790
144475,Alan Crosland,Director,14281
293880,Anna Martemucci,Director,1183930
86087,Rowland Brown,Director,87373
112460,Robert Pratten,Director,226545
81646,Gemma Atwal,Director,1032487
87123,Mervyn LeRoy,Director,9054
79730,Bob McNaught,Director,936912
39433,Tom McLoughlin,Director,63550
72100,Tito Davison,Director,145452
40874,Thibaut de Longeville,Director,124904
38381,John Paddy Carstairs,Director,185050
118716,Maury Dexter,Director,198375
95820,Malcolm Marmorstein,Director,68132
62033,Howard W. Koch,Director,3428
151250,Kazuo Kuroki,Director,224653
38165,Juan Antonio Bardem,Director,71522
38165,Henri Colpi,Director,612897
211930,Constantine Giannaris,Director,941580
97327,Harry Beaumont,Director,145605
128854,Fred M. Wilcox,Director,12300
95348,Lucien Hubbard,Director,34752
95348,Benjamin Christensen,Director,89674
95348,Maurice Tourneur,Director,98043
73595,Felix E. Feist,Director,103910
38964,Terence Fisher,Director,29662
72946,Ava DuVernay,Director,929825
63612,David Trueba,Director,59879
98398,George Archainbaud,Director,101885
90807,Mark Robson,Director,19457
102256,Filip Tegstedt,Director,1343380
87820,Joe Swanberg,Director,40863
129553,George Cukor,Director,14674
129553,Charles Vidor,Director,32134
149955,Richard Boleslawski,Director,145968
94510,Joseph Pevney,Director,15705
104214,Frank Lloyd,Director,72061
245589,Walter Boholst,Director,1281019
198214,Allison Anders,Director,3110
56151,Julien Duvivier,Director,39058
157343,Mervyn LeRoy,Director,9054
68716,Demian Lichtenstein,Director,71418
217925,Ron Howard,Director,6159
46434,Michael Curtiz,Director,4109
96702,William K. Howard,Director,89632
73614,David DeCoteau,Director,97618
175681,George Marshall,Director,19093
45774,Roger Holzberg,Director,136249
217719,Wayne Holloway,Director,1202636
85695,Curtis Harrington,Director,44725
43045,George Blair,Director,178247
61434,Alexander Hall,Director,99667
91477,Andrew Marton,Director,57142
149468,Sergey Bondarchuk,Director,38131
50042,Daniel Adams,Director,78120
200863,Sergio Grieco,Director,32495
200863,Alberto De Martino,Director,101108
98223,Sergio Grieco,Director,32495
108256,Leo McCarey,Director,30008
279828,Rodrigo García,Director,77162
72585,Saul Bass,Director,19460
26121,Roy Ward Baker,Director,26134
199556,Brian Trenchard-Smith,Director,84981
284536,Rupert Wyatt,Director,77357
249170,Todd Douglas Miller,Director,1323992
85236,Sutton Roley,Director,95148
261823,Adam Rapp,Director,585272
297556,Ethan Spaulding,Director,204553
179267,Steve Stark,Director,1039179
118640,Samuli Valkama,Director,1068143
61095,William Dieterle,Director,49214
72471,André De Toth,Director,81799
66967,Roger Vadim,Director,53767
51548,Diego Lerman,Director,145022
62670,Glenn Chaika,Director,150047
207475,Israel Luna,Director,1041591
232462,Alex Wright,Director,116930
115111,Vincent Sherman,Director,19528
111307,Alfred E. Green,Director,97774
95019,Carlo Lizzani,Director,122016
59178,Dave Unwin,Director,228956
149150,Kira Muratova,Director,257628
51800,Eduardo Schuldt,Director,1045855
105551,Mitchell Leisen,Director,108914
60949,Jiří Barta,Director,232022
60949,Vivian Schilling,Director,234753
91796,J. Lee Thompson,Director,18669
92371,John Eyres,Director,100369
74457,Mario Van Peebles,Director,16214
247447,Mohammad-Ali Talebi,Director,1142661
76483,Lloyd Corrigan,Director,34497
111910,Sidney Lumet,Director,39996
38427,Delbert Mann,Director,67451
145691,Roy Rowland,Director,46307
143146,Mickey Keating,Director,1118348
140509,Yoshihiro Nakamura,Director,71640
149465,Sergey Bondarchuk,Director,38131
212455,Darin Scott,Director,57777
169541,Jim Kouf,Director,21155
82970,Fred Allen,Director,105461
78265,Felix Feist,Director,338048
52864,William Keighley,Director,67426
61950,John Irvin,Director,17784
141319,Oz Scott,Director,109095
111477,Michael Curtiz,Director,4109
26497,Holger Tappe,Director,66942
26497,Reinhard Klooss,Director,57035
59075,Michael Berz,Director,228794
46651,Guel Arraes,Director,102560
21409,Carlos Sorin,Director,87510
51227,David Butler,Director,76381
142254,George Sidney,Director,21506
110671,Martin Ritt,Director,18854
95359,Robert Wise,Director,1744
47256,Max Nosseck,Director,51607
102295,John Sturges,Director,14520
184129,Ray Enright,Director,34751
44998,Ryan Piers Williams,Director,131885
87909,Ronald F. Maxwell,Director,66088
58526,Ettore Scola,Director,31894
61151,James V. Kern,Director,153245
19525,Richard Whorf,Director,30270
200862,George Stevens,Director,18738
43793,George B. Seitz,Director,89749
178337,Reinhold Schünzel,Director,4344
51832,Avi Nesher,Director,95550
44789,Dick Lowry,Director,33880
79308,Edward Buzzell,Director,77101
77716,Simon Wincer,Director,18254
95012,Gordon Douglas,Director,51677
29113,Michael Gordon,Director,123401
61852,Claude Zidi,Director,11201
94831,Lloyd Bacon,Director,21305
43016,John Guillermin,Director,6778
86709,Ernest R. Dickerson,Director,15521
102526,Richard Thorpe,Director,70862
161967,Earl Duvall,Director,1023710
289318,Pavel Klushantsev,Director,240370
229526,Marty Thomas,Director,1018474
10151,Samir,Director,64004
178103,John Ford,Director,8500
95137,W.S. Van Dyke,Director,32427
200574,Harry d'Abbadie d'Arrast,Director,1147553
94092,Delmer Daves,Director,76981
104259,Johnnie To,Director,25236
104259,Tsui Hark,Director,26760
104259,Andrew Kam Yeung-Wa,Director,1045535
63691,André Téchiné,Director,96627
6163,Paul Breuls,Director,48309
38395,Roy Rowland,Director,46307
154093,André De Toth,Director,81799
39220,Frederick de Cordova,Director,43816
72901,William Asher,Director,95526
58936,Christopher Cain,Director,56828
149467,Sergey Bondarchuk,Director,38131
40252,Peter Svatek,Director,147792
16926,Stephen Bridgewater,Director,81692
16926,David S. Cass Sr.,Director,81693
13017,Howard E. Baker,Director,74099
13017,Arish Fyzee,Director,74100
251783,Zalman King,Director,42113
187263,Enrico Clerico Nasino,Director,1169248
207636,George W. Hill,Director,29963
35692,Tay Garnett,Director,74878
6984,Brian De Palma,Director,1150
60977,Marty Callner,Director,80172
123354,Philip Leacock,Director,40184
29116,Jack Gage,Director,103065
43395,Roy Rowland,Director,46307
38469,Terry O. Morse,Director,29321
104711,Hermine Huntgeburth,Director,51634
84337,Raoul Walsh,Director,8823
84337,Philip Dunne,Director,116326
121667,Maiken Baird,Director,970194
121667,Michelle Major,Director,1159846
131045,Mikhail Romm,Director,1190262
28490,Stuart Heisler,Director,81285
72160,Gordon Douglas,Director,51677
105059,Richard Thorpe,Director,70862
26714,Mervyn LeRoy,Director,9054
113219,William Shatner,Director,1748
52857,Peter Glenville,Director,86659
74877,Yaniv Raz,Director,175626
147371,Sergey Bondarchuk,Director,38131
73120,Robert Collector,Director,26977
203264,Alex Merkin,Director,91614
108181,Edward Nassour,Director,1054730
108181,Ismael Rodríguez,Director,97967
27978,Robert Stevenson,Director,5834
42752,Chester Erskine,Director,50765
17129,Yoshio Inoue,Director,81275
47312,Lewis Gilbert,Director,10076
180891,Kiyoshi Kurosawa,Director,26882
152130,Andrew C. Erin,Director,87776
91737,Gordon Parks,Director,6558
62188,William A. Wellman,Director,14643
50926,Irving Pichel,Director,20370
98549,Tanner Beard,Director,1018660
39042,Brooks Branch,Director,969063
126031,Alan Gibson,Director,46997
46190,Roy Rowland,Director,46307
33843,Paul Wendkos,Director,73150
112885,Dorothy Arzner,Director,108983
52323,Noah Miller,Director,145795
52323,Logan Miller,Director,1140272
75799,John Huston,Director,6593
37053,Hideo Gosha,Director,125085
174340,Marina Zenovich,Director,938835
37294,Sidney Lanfield,Director,97017
68191,Richard Thorpe,Director,70862
37408,Harry Horner,Director,14878
36631,John Guillermin,Director,6778
43625,Paul Marcus,Director,129694
15898,Howard Baker,Director,176856
188357,Stefano Milla,Director,237089
55762,David Wickes,Director,91666
82181,Nathan H. Juran,Director,44878
33002,Luke Meyer,Director,79680
33002,Andrew Neel,Director,79683
138699,Mark Robson,Director,19457
24084,Bruce Beresford,Director,5696
40468,Eric Karson,Director,57665
44974,Claudia Myers,Director,131846
75033,Darrell James Roodt,Director,16730
2199,Michael Fischa,Director,100645
122083,Xavier Giannoli,Director,113855
34945,Jean Negulesco,Director,19606
70422,Radley Metzger,Director,104178
5601,Alain Jessua,Director,30632
104729,John A. Russo,Director,64831
70916,Tsui Hark,Director,26760
56412,Chris Eyre,Director,1232592
38556,Richard Fleischer,Director,2087
11719,Enzo Barboni,Director,56033
63706,Tripp Reed,Director,61549
85768,Juan Felipe Orozco,Director,1023526
31362,Dick Lowry,Director,33880
31919,Sam Grossman,Director,559314
214181,Claudia Weill,Director,167687
71357,Marshall Brickman,Director,10439
44697,Antonio Margheriti,Director,5561
44989,Gabriel Medina,Director,237955
208495,Bryan Ramirez,Director,1149660
92635,David DeCoteau,Director,97618
71511,Andrew Cymek,Director,122366
46869,Vic Sarin,Director,87121
75012,Rudolph Maté,Director,11593
37123,Raoul Walsh,Director,8823
24002,Richard Sale,Director,95262
23200,James D. Deck,Director,146605
84727,Kiefer Sutherland,Director,2628
84727,Alan Smithee,Director,55948
56596,Johan Kling,Director,93382
173299,Anthony Michael Hall,Director,1904
83802,Chuck Barris,Director,39991
46193,John Farrow,Director,50300
121230,Stuart Gilmore,Director,30259
67375,Irving Cummings,Director,129422
72984,Len Talan,Director,253696
18571,Robert Townsend,Director,68750
52355,William A. Seiter,Director,108987
113175,Michael Kennedy,Director,178093
93263,Peter Medak,Director,21377
26888,Jeffrey Kusama-Hinte,Director,65613
49733,Claire McCarthy,Director,142687
43365,Henry Koster,Director,33064
42754,Samad Davis,Director,945367
67328,Dustin Rikert,Director,548599
77845,Ken Sanzel,Director,70278
68744,John Raffo,Director,65104
39166,Åsa Faringer,Director,572523
39166,Ulf Hultberg,Director,287526
78028,Franklin J. Schaffner,Director,13265
139367,James Chankin,Director,1034663
46562,Tiller Russell,Director,1035379
99377,Jerry Lewis,Director,3663
28284,Delmer Daves,Director,76981
36634,John Sturges,Director,14520
44023,Robert Asher,Director,76380
188507,Sean McNamara,Director,129952
67521,Richard Brooks,Director,3632
27966,Lewis Seiler,Director,84641
71200,George Erschbamer,Director,45427
147618,Allan Dwan,Director,93905
42128,Herbert Ross,Director,18378
84508,Nobuo Nakagawa,Director,239551
102195,Gordon Douglas,Director,51677
80200,Phillip J. Roth,Director,131184
61855,Harold F. Kress,Director,7510
82243,Raja Nawathe,Director,624980
108716,Jonathan Kaplan,Director,42171
94881,Robert Z. Leonard,Director,93906
50117,John Huston,Director,6593
47638,Tom Rickman,Director,51627
47437,Olivier Dahan,Director,16919
83579,Douglas Hickox,Director,100979
61613,Robert O'Hara,Director,233398
38472,Howard Bretherton,Director,120796
37306,Kevin VanHook,Director,126824
103938,Howard Hawks,Director,11435
103938,Richard Rosson,Director,226631
78504,Lance Kawas,Director,109905
45599,Gene Kelly,Director,13294
24683,Patricia Harrington,Director,147422
60965,John Stecenko,Director,232032
120522,Delbert Mann,Director,67451
23525,Jack Webb,Director,8634
105406,George Sidney,Director,21506
72455,Earl Bellamy,Director,55456
46580,Karl Malden,Director,9857
56860,Brian McNamara,Director,27238
14053,Richard Martin,Director,87767
81724,Mario Zampi,Director,142936
175065,Andrew L. Stone,Director,40054
127614,Maarit Lalli,Director,1085159
167956,David Muñoz,Director,237952
167956,Adrián Cardona,Director,1046587
253266,Luis Lopez,Director,952528
253266,J. Clay Tweel,Director,1039404
233487,Paul Tanter,Director,109583
180644,Alfredo Soderguit,Director,1163138
302828,Brian Falk,Director,1385213
281298,Cho Beom-gu,Director,934324
61237,Tonino Valerii,Director,57639
38346,Wallace Fox,Director,89692
54288,Maurice Tourneur,Director,98043
33272,Kriv Stenders,Director,110427
92798,Robert Parrish,Director,8514
166085,Roger Gual,Director,981313
290802,André Singer,Director,54901
171019,Joseph M. Newman,Director,12327
215924,Claudia Sainte-Luce,Director,1200528
279979,Larry Peerce,Director,51373
171908,Herbert B. Leonard,Director,153772
171908,Joshua Shelley,Director,1217165
92796,Orson Welles,Director,40
92796,Gregory Ratoff,Director,10610
45577,David Eady,Director,133235
45577,George More O'Ferrall,Director,126126
45577,Wendy Toye,Director,133236
140032,Orson Welles,Director,40
58655,Jacques Tati,Director,5763
85637,Les Blank,Director,142594
299104,Keisuke Kinoshita,Director,587603
218233,Keisuke Kinoshita,Director,587603
168300,Keisuke Kinoshita,Director,587603
168994,Keisuke Kinoshita,Director,587603
130241,Keisuke Kinoshita,Director,587603
112244,Keisuke Kinoshita,Director,587603
219233,Keisuke Kinoshita,Director,587603
105470,Keisuke Kinoshita,Director,587603
168295,Keisuke Kinoshita,Director,587603
49308,Yasujirō Ozu,Director,95501
159000,Tia Lessin,Director,408353
159000,Carl Deal,Director,447616
309049,Sacha Bennett,Director,107039
318359,Giuseppe Andrews,Director,4133
266880,Adam Rifkin,Director,50583
155605,Masaki Kobayashi,Director,76978
91929,Antonio Manetti,Director,129627
91929,Marco Manetti,Director,129628
142724,Tsai Ming-liang,Director,71174
161880,Rudolf Ising,Director,112994
64528,Silvio Amadio,Director,239315
204800,Leslie H. Martinson,Director,27728
204800,Aram Avakian,Director,239412
29416,Al Adamson,Director,30678
260848,Marcello Aliprandi,Director,589580
141262,Marcello Andrei,Director,1138999
244580,Jeff Preiss,Director,1075514
242675,Christopher Wilcha,Director,210161
43721,James Kent,Director,211659
286875,Robert Connolly,Director,75725
45441,SABU,Director,58614
105133,SABU,Director,58614
95853,SABU,Director,58614
22901,Justin Kerrigan,Director,68281
21988,Pat Holden,Director,88323
89056,Carlo Ausino,Director,1075451
86472,Camillo Bazzoni,Director,236755
188180,Mikko Kuparinen,Director,1113223
256196,D.M.W. Greer,Director,1293972
261830,Peter Strickland,Director,583857
261830,Nick Fenton,Director,967482
221148,Jerry Hopper,Director,116986
42779,Norman Tokar,Director,83413
149690,Burt Kennedy,Director,18579
82178,Alexander Hall,Director,99667
82178,George Somnes,Director,1142378
55321,Boris Sagal,Director,68682
114626,Juan Bustillo Oro,Director,974548
114626,Fernando de Fuentes,Director,1040029
166883,Jacques Feyder,Director,109342
82185,Billy Wilder,Director,3146
82185,Alexandre Esway,Director,593147
130881,Michael Powell,Director,68424
48798,Lorraine Bracco,Director,11478
104638,Álvaro Sáenz de Heredia,Director,533375
135696,Enrique López Lavigne,Director,17603
135696,Juan Cavestany,Director,225020
59722,Trey Stokes,Director,1339313
59722,Travis Fort,Director,1362796
131932,Javier Cárdenas,Director,1093950
48635,Chema de la Peña,Director,140853
194407,Sidney Lanfield,Director,97017
75770,Michael Curtiz,Director,4109
148617,Archie Mayo,Director,81165
72400,Julien Duvivier,Director,39058
36879,Luigi Batzella,Director,102063
177902,David Butler,Director,76381
39991,Lamberto Bava,Director,44955
130882,Michael Powell,Director,68424
53931,Earl Bellamy,Director,55456
51780,Rolfe Kanefsky,Director,63772
283536,Hal Hartley,Director,91343
252637,Tony Okun,Director,1590544
131503,Saara Cantell,Director,1015967
203321,John McKay,Director,110169
210860,David Koepp,Director,508
216015,Sam Taylor-Johnson,Director,1137903
305932,Alex Goyette,Director,1389033
142208,Todd Kellstein,Director,1116485
196255,Janicza Bravo,Director,1176379
48522,Steffen Schäffler,Director,1203284
53215,Dony Permedi,Director,550479
48730,David Barnard,Director,84551
72205,Yuriy Norshteyn,Director,550476
46240,Dave Fleischer,Director,143463
90781,Frédéric Back,Director,142449
56275,Duncan Skiles,Director,101812
215657,Ryan Larkin,Director,148321
190946,Harmony Korine,Director,51918
171292,John Llewellyn Moxey,Director,107331
54505,Laurence Merrick,Director,1043175
54505,Robert Hendrickson,Director,1173714
188392,Seymour Kneitel,Director,89755
67866,William A. Graham,Director,83467
24251,Larry Leichliter,Director,124563
24251,Bill Melendez,Director,94011
261144,Michael A. Simpson,Director,101109
195617,Harold L. Muller,Director,1067966
209209,Lars von Trier,Director,42
37556,Larry Leichliter,Director,124563
205818,Janicza Bravo,Director,1176379
15718,Phil Roman,Director,78615
23998,Bill Melendez,Director,94011
27850,Duwayne Dunham,Director,6592
34205,Mary Lambert,Director,56263
34560,Mark A.Z. Dippé,Director,87130
59354,Stephen Quay,Director,124237
59354,Timothy Quay,Director,124238
105168,George Albert Smith,Director,1037661
44666,Veit Helmer,Director,52542
67699,Jack Hannah,Director,139539
48841,Marc Daniels,Director,141194
2186,Sam Raimi,Director,7623
154622,Chuck Workman,Director,1025748
43658,Mark Whiting,Director,1759722
52458,Ralph Bakshi,Director,16384
234377,Irv Spector,Director,1093241
44342,Georges Méliès,Director,11523
52207,Gerard Baldwin,Director,1198894
52207,Barrington Bunce,Director,1262715
197592,Buzz Kulik,Director,40402
238090,Paul Wendkos,Director,73150
81294,Max Fleischer,Director,606084
53214,Patrick Hughes,Director,143059
84805,Hal Sutherland,Director,176063
140149,Michael Dougherty,Director,11012
84617,Chuck Jones,Director,100888
84617,Maurice Noble,Director,179923
157723,Mark Farrell,Director,179496
13535,Chris Cunningham,Director,210110
57622,Harmony Korine,Director,51918
129363,Jean-Marie Straub,Director,935136
129363,Danièle Huillet,Director,935137
261274,Lars von Trier,Director,42
80142,Claude Cloutier,Director,588882
161885,Dave Fleischer,Director,143463
187993,Dick Huemer,Director,69134
187993,Sid Marcus,Director,1054825
44874,William Lau,Director,80948
192367,Bruce Bilson,Director,151502
52035,Christy Cabanne,Director,90375
52035,John Emerson,Director,254114
162864,David Lynch,Director,5602
109477,David Muñoz,Director,237952
109477,Rafa Dengrá,Director,1046586
109477,Adrián Cardona,Director,1046587
73714,Koji Yamamura,Director,932609
61080,Jack Hannah,Director,139539
110760,Stephen Quay,Director,124237
110760,Timothy Quay,Director,124238
205651,Arthur Davis,Director,573540
91138,Kurt Voss,Director,21404
21714,Mark Borchardt,Director,87794
59358,Timothy Quay,Director,124238
59358,Stephen Quay,Director,124237
221234,Rein Raamat,Director,1084403
48273,David Fine,Director,1191229
48273,Alison Snowden,Director,1191230
83746,Chuck Jones,Director,100888
141754,Takena Nagao,Director,1207655
38580,Roger Allers,Director,15812
77022,Walt Disney,Director,2106
137014,Spike Jonze,Director,5953
167938,Marc Didden,Director,148764
168202,Igor Kovalyov,Director,110873
241170,Glen Kasper,Director,1276304
27618,Richard Gale,Director,32730
60233,David Steinberg,Director,15452
48874,Joanna Romersa,Director,145255
36129,Yuriy Norshteyn,Director,550476
53178,Wilfred Jackson,Director,11434
53543,Barry Bruce,Director,1245933
104062,Rúnar Rúnarsson,Director,586285
93904,Harmony Korine,Director,51918
190352,Robert F. McGowan,Director,103926
69168,Jonathan Stern,Director,1252234
58587,Jacobo Rispa,Director,945167
29286,Albert S. Rogell,Director,89751
16048,Jessica Nilsson,Director,45785
52216,Michel Lang,Director,554817
52304,Dick Lowry,Director,33880
56499,Christian-Jaque,Director,48995
253686,Catherine Castel,Director,81748
78278,Jeanne Labrune,Director,51967
64850,Pierre-Paul Renders,Director,87690
20921,Hideaki Anno,Director,77921
45221,Dominique Farrugia,Director,27221
72174,Jason Bourque,Director,88040
74192,Manuel Gómez Pereira,Director,108499
159704,Lamberto Bava,Director,44955
201561,Paul Cox,Director,939275
130677,Andrew Neel,Director,79683
72917,François Armanet,Director,567561
76198,Claude Pinoteau,Director,1961
71623,Axel Corti,Director,23741
266723,Felipe Braga,Director,1313766
13734,Marc Esposito,Director,144257
269714,Eric Barbier,Director,563586
76642,Gilles Grangier,Director,33781
20220,Philippe de Broca,Director,34613
31985,Don E. FauntLeRoy,Director,56353
64357,Gérard Jugnot,Director,21171
77280,Pascal Thomas,Director,146717
271327,Nadia Tass,Director,15672
79051,José Luis Garci,Director,103511
157787,Arnauld Mercadier,Director,1073097
55638,R. Michael Givens,Director,222831
226363,M.J. Delaney,Director,1211738
253851,Ramin Niami,Director,1150813
44349,Ian Barry,Director,152510
201859,Harvey Frost,Director,142960
33489,Claude Lelouch,Director,16862
54052,Frank Rainone,Director,232219
63180,Dwain Esper,Director,89779
105114,Roberto Bianchi Montero,Director,46543
260884,Mauro Bolognini,Director,227520
60009,Timothy Bond,Director,29287
76155,Jean-Paul Lilienfeld,Director,82289
67443,Julien Duvivier,Director,39058
269070,Rolf Hädrich,Director,931125
192588,Frank Wisbar,Director,103907
82237,Arthur Greville Collins,Director,1127087
145075,Abbas Kiarostami,Director,119294
83816,Alfred Santell,Director,89683
131457,Frank Borzage,Director,14855
26504,Paolo Cavara,Director,100336
56557,Frank Lloyd,Director,72061
74208,Theodore Reed,Director,13851
206377,Walter Lang,Director,80570
132506,Wesley Ruggles,Director,21311
92257,Julien Duvivier,Director,39058
64442,Christian-Jaque,Director,48995
180954,Erich Pommer,Director,67
61523,Clarence Brown,Director,84034
52437,Wesley Ruggles,Director,21311
222870,Andrew Stevens,Director,21479
83288,Andrew Stevens,Director,21479
160194,Andrew Stevens,Director,21479
119353,Andrew Stevens,Director,21479
310589,Maria Kravchenko,Director,1398297
310589,Herz Frank,Director,1203057
287504,Juris Kursietis,Director,1354376
292396,Jon Amiel,Director,15148
290555,David Hayter,Director,10995
94563,Terry Ingram,Director,110468
63348,David A.R. White,Director,116431
156277,Michael Polish,Director,41887
229559,Jorge Torregrossa,Director,1052217
127770,Gabriel Sabloff,Director,1011901
13924,Alvy Ray Smith,Director,126639
80012,Bryan Goeres,Director,88026
117963,Jennifer Lebeau,Director,1066344
229194,Álex Pina,Director,82725
152113,Yann Arthus-Bertrand,Director,66150
152113,Michael Pitiot,Director,1132460
116554,Adrian Shergold,Director,84737
253287,Simon Helberg,Director,53863
253287,Jocelyn Towne,Director,206811
250066,Sarik Andreasyan,Director,232858
102534,Zaida Bergroth,Director,124856
248231,Daniel Grou,Director,123186
321130,Lidiya Ishimbaeva,Director,1418611
321130,Boris Nirenburg,Director,1418612
258049,Fernando Larruquert,Director,1298723
258049,Néstor Basterretxea,Director,1298724
189197,Graham Yost,Director,21206
189197,Carl Franklin,Director,21712
189197,David Nutter,Director,33316
189197,Tim Van Patten,Director,44797
189197,Jeremy Podeswa,Director,88391
189197,Tony To,Director,166291
73922,Konstantin Lopushanskiy,Director,88782
74695,Aleksandr Gintsburg,Director,1369327
72809,Vasili Zhuravlyov,Director,271099
224293,Heather M. Winters,Director,57510
302429,Gary Rydstrom,Director,2216
123235,Sophie Lellouche,Director,1077548
94820,Martin Clapp,Director,1003235
94820,Geoff Lindsey,Director,1003236
94820,Dorota Kobiela,Director,1003237
94904,Laurent Cantet,Director,17386
94904,Benicio del Toro,Director,1121
94904,Julio Médem,Director,16435
94904,Gaspar Noé,Director,14597
94904,Elia Suleiman,Director,131685
94904,Juan Carlos Tabío,Director,72647
94904,Pablo Trapero,Director,56210
